NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,
Ferguson Pub,611 Millers Run Rd,Morgan,PA,15064,40.3481544,-80.1554614,4.5,3,0,,,,,,,,"Restaurants, Irish",Restaurants, Irish,,,,,,,,,,,,,,,,,,
Sushi House,2130 Murray Ave,Pittsburgh,PA,15217,40.432838,-79.9232072,3,4,0,TRUE,,,,,,,"Sushi Bars, Restaurants",Sushi Bars, Restaurants,,,,,,,,,,,,,,,,,,
Frenchi's Deli & Market,449 Atwood St,Pittsburgh,PA,15213,40.43720284,-79.95263218,5,8,1,,,,,,,,"Salad, Tobacco Shops, Restaurants, Caterers, Convenience Stores, Grocery, Shopping, Delis, Food, Event Planning & Services",Salad, Tobacco Shops, Restaurants, Caterers, Convenience Stores, Grocery, Shopping, Delis, Food, Event Planning , Services,,,,,,,,,
Cambod-Ican Kitchen,1701 E Carson St,Pittsburgh,PA,15203,40.4288853,-79.98206969,4.5,110,1,FALSE,2,none,no,,TRUE,,"Asian Fusion, Restaurants, Cambodian, Seafood",Asian Fusion, Restaurants, Cambodian, Seafood,,,,,,,,,,,,,,,,
California Taco Shop,2760 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.3783008,-79.9908996,3.5,28,0,TRUE,1,none,free,FALSE,TRUE,,"Restaurants, Mexican",Restaurants, Mexican,,,,,,,,,,,,,,,,,,
The Urban Tap,1209 E Carson St,Pittsburgh,PA,15203,40.4289466,-79.9858642,4,248,1,TRUE,2,full_bar,free,,,,"Restaurants, Mexican, American (Traditional), Sports Bars, Tacos, Pubs, Beer Bar, Gastropubs, Nightlife, Bars",Restaurants, Mexican, American (Traditional), Sports Bars, Tacos, Pubs, Beer Bar, Gastropubs, Nightlife, Bars,,,,,,,,,,
Pizza Pronto & Gyro House - Avalon,518 California Ave,Avalon,PA,15202,40.502209,-80.0706483,4,30,1,TRUE,1,none,no,,,,"Sandwiches, Pizza, Italian, Food Delivery Services, Food, Burgers, Chicken Wings, Restaurants",Sandwiches, Pizza, Italian, Food Delivery Services, Food, Burgers, Chicken Wings, Restaurants,,,,,,,,,,,,
The Monkey Bar,703 Clairton Blvd,Pittsburgh,PA,15236,40.32705914,-79.94427698,4,25,1,TRUE,1,full_bar,free,,,,"Restaurants, Bars, Nightlife, American (Traditional)",Restaurants, Bars, Nightlife, American (Traditional),,,,,,,,,,,,,,,,
Swirlie Whirlie,4149 Washington Rd,Canonsburg,PA,15317,40.26270336,-80.13260365,5,6,0,TRUE,1,none,no,,TRUE,,"Food, Sandwiches, Pretzels, Restaurants, Ice Cream & Frozen Yogurt",Food, Sandwiches, Pretzels, Restaurants, Ice Cream , Frozen Yogurt,,,,,,,,,,,,,,
Subway,1035 Fifth Ave,Pittsburgh,PA,15219,40.43885856,-79.98951008,2.5,6,1,TRUE,1,,no,,,,"Delis, Restaurants, Salad, Fast Food, Sandwiches",Delis, Restaurants, Salad, Fast Food, Sandwiches,,,,,,,,,,,,,,,
Girasole Restaurant,733 Copeland St,Pittsburgh,PA,15232,40.4512091,-79.9345684,4,325,1,TRUE,2,full_bar,no,,FALSE,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Pizza Hut,4873 Route 8,Allison Park,PA,15101,40.6015308,-79.9474014,2.5,9,1,TRUE,1,,,,,,"Italian, Pizza, Restaurants, Chicken Wings",Italian, Pizza, Restaurants, Chicken Wings,,,,,,,,,,,,,,,,
Wendy's,6296 Steubenville Pike,Pittsburgh,PA,15205,40.44745313,-80.1534226,1,3,1,TRUE,,,,,,,"Burgers, Fast Food, Restaurants",Burgers, Fast Food, Restaurants,,,,,,,,,,,,,,,,,
McDonald's,3708 Forbes Ave,Pittsburgh,PA,15213,40.4411573,-79.9571712,2,16,1,TRUE,1,none,free,,,,"Burgers, Coffee & Tea, Restaurants, Fast Food, Food",Burgers, Coffee , Tea, Restaurants, Fast Food, Food,,,,,,,,,,,,,,
V&V Scratch Kitchen,6108 Brownsville Rd Ext,Finleyville,PA,15332,40.2664,-80.00234,4.5,15,1,,,,,,,,"Food, Sandwiches, Bakeries, Salad, Restaurants",Food, Sandwiches, Bakeries, Salad, Restaurants,,,,,,,,,,,,,,,
Smokey City's 412 BBQ,,Pittsburgh,PA,15122,40.3509675,-79.9136731,5,4,1,TRUE,,none,no,FALSE,FALSE,,"Specialty Food, Restaurants, Barbeque, Food, Shopping, Personal Shopping",Specialty Food, Restaurants, Barbeque, Food, Shopping, Personal Shopping,,,,,,,,,,,,,,
The Lemon Grill,107 N Second Ave,Elizabeth,PA,15037,40.273228,-79.886663,4,4,0,FALSE,2,,free,FALSE,TRUE,,"Restaurants, Greek",Restaurants, Greek,,,,,,,,,,,,,,,,,,
Buon Giorno Cafe,20 Stanwix St,Pittsburgh,PA,15222,40.4386579,-80.005149,3.5,8,1,TRUE,2,none,,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Blue Elephant Cafe,150 Gamma Dr,Pittsburgh,PA,15238,40.4997604,-79.8679792,3.5,19,1,TRUE,1,none,free,,TRUE,,"Juice Bars & Smoothies, Food, Coffee & Tea, Breakfast & Brunch, Restaurants, Salad, Cafes, Internet Cafes",Juice Bars , Smoothies, Food, Coffee , Tea, Breakfast , Brunch, Restaurants, Salad, Cafes, Internet Cafes,,,,,,,,,
La Gondola Pizzeria & Restaurant,4 Market Sq,Pittsburgh,PA,15222,40.4400655,-80.0025144,4,48,1,TRUE,1,none,no,,,,"Restaurants, Italian, Pizza, Sandwiches",Restaurants, Italian, Pizza, Sandwiches,,,,,,,,,,,,,,,,
Liang's Hunan Restaurant,957 Liberty Ave,Pittsburgh,PA,15222,40.4434132,-79.9961509,1.5,7,0,,1,beer_and_wine,,,,,"Restaurants, Chinese",Restaurants, Chinese,,,,,,,,,,,,,,,,,,
Slice On Broadway,108 E Main St,Carnegie,PA,15106,40.40747896,-80.08651726,4,60,1,TRUE,1,none,no,FALSE,TRUE,,"Food, Sandwiches, Pizza, Restaurants",Food, Sandwiches, Pizza, Restaurants,,,,,,,,,,,,,,,,
Hokkaido Seafood Buffet,4612 Browns Hill Rd,Pittsburgh,PA,15217,40.41547109,-79.92414328,3.5,211,1,TRUE,2,none,no,,TRUE,,"Seafood, Japanese, Restaurants, Sushi Bars, Buffets",Seafood, Japanese, Restaurants, Sushi Bars, Buffets,,,,,,,,,,,,,,,
Original Milano's Pizza,3606 5th Ave,Pittsburgh,PA,15213,40.4413129,-79.9587418,3.5,27,1,TRUE,1,none,no,,FALSE,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
India on Wheels,4422 Bigelow Blvd,Pittsburgh,PA,15213,40.4444668,-79.9548644,4,43,1,FALSE,1,none,no,,,,"Restaurants, Indian, Food Stands, Food Trucks, Food, Caterers, Event Planning & Services",Restaurants, Indian, Food Stands, Food Trucks, Food, Caterers, Event Planning , Services,,,,,,,,,,,,
K & N Restaurant,755 Merchant St,Ambridge,PA,15003,40.5886057,-80.2291033,4.5,15,1,TRUE,1,none,,,,,"Restaurants, Breakfast & Brunch, American (Traditional)",Restaurants, Breakfast , Brunch, American (Traditional),,,,,,,,,,,,,,,,
Wicked Fox,1335 Freeport Rd,Pittsburgh,PA,15238,40.4897501,-79.8737448,3.5,27,0,TRUE,2,full_bar,free,,TRUE,,"Nightlife, American (New), American (Traditional), Bars, Restaurants, Burgers",Nightlife, American (New), American (Traditional), Bars, Restaurants, Burgers,,,,,,,,,,,,,,
PJ's Grille & Bar,164 Fort Couch Rd,Pittsburgh,PA,15241,40.3457129,-80.0527862,1.5,6,0,TRUE,2,full_bar,free,FALSE,TRUE,,"Restaurants, Bars, Food, American (New), Nightlife, Beer, Wine & Spirits",Restaurants, Bars, Food, American (New), Nightlife, Beer, Wine , Spirits,,,,,,,,,,,,
Texas Roadhouse,8650 Duncan Ave,Pittsburgh,PA,15237,40.56208128,-80.02591711,3.5,52,1,TRUE,2,full_bar,no,,,,"Steakhouses, Sandwiches, American (Traditional), Burgers, Barbeque, Restaurants",Steakhouses, Sandwiches, American (Traditional), Burgers, Barbeque, Restaurants,,,,,,,,,,,,,,
Little Athens of Sewickley,518 Locust Pl,Sewickley,PA,15143,40.5410118,-80.1803659,2.5,3,0,,,,free,,,,"Restaurants, Greek",Restaurants, Greek,,,,,,,,,,,,,,,,,,
The Pub at Tonidale,7001 Steubenville Pike,Oakdale,PA,15071,40.4458329,-80.1712102,4,9,1,TRUE,2,full_bar,free,,TRUE,,"Nightlife, Bars, Restaurants, Pubs",Nightlife, Bars, Restaurants, Pubs,,,,,,,,,,,,,,,,
Drew's Family Restaurant,2060 Ardmore Blvd,Pittsburgh,PA,15221,40.42045596,-79.85139376,4,77,1,TRUE,2,none,free,,TRUE,,"American (Traditional), Restaurants, Breakfast & Brunch, Diners, Pizza",American (Traditional), Restaurants, Breakfast , Brunch, Diners, Pizza,,,,,,,,,,,,,,
La Hacienda,3075 Clairton Blvd,West Mifflin,PA,15122,40.36176,-79.8996,3,5,0,TRUE,1,full_bar,,,,,"Restaurants, Mexican",Restaurants, Mexican,,,,,,,,,,,,,,,,,,
Freedom Pizza & Deli,10339 Perry Hwy,Wexford,PA,15090,40.6040899,-80.0512332,4,5,1,,,,,,,,"Pizza, Food Delivery Services, Wraps, Restaurants, Delis, Food, Sandwiches",Pizza, Food Delivery Services, Wraps, Restaurants, Delis, Food, Sandwiches,,,,,,,,,,,,,
Mandy's Pizza,512 Perry Hwy,Pittsburgh,PA,15229,40.5219184,-80.0340284,3.5,62,1,TRUE,2,none,free,FALSE,TRUE,,"Pizza, Restaurants, Vegan, Gluten-Free",Pizza, Restaurants, Vegan, Gluten-Free,,,,,,,,,,,,,,,,
Pasquale's Pizzeria,4731 William Flynn Hwy,Gibsonia,PA,15044,40.5945573,-79.9482655,4,5,1,TRUE,1,none,no,FALSE,,,"Pizza, Restaurants, Salad",Pizza, Restaurants, Salad,,,,,,,,,,,,,,,,,
Lin's Garden,5560 William Flynn Hwy,Gibsonia,PA,15044,40.633042,-79.9397751,4,34,1,TRUE,1,none,no,,,,"Restaurants, Chinese",Restaurants, Chinese,,,,,,,,,,,,,,,,,,
Bitter Ends Luncheonette,4613 Liberty Ave,Pittsburgh,PA,15224,40.4625541,-79.9503411,4.5,34,1,TRUE,1,none,no,,FALSE,,"Restaurants, Diners, Sandwiches, Breakfast & Brunch",Restaurants, Diners, Sandwiches, Breakfast , Brunch,,,,,,,,,,,,,,,
Rasta House Caribbean Resturant,1204 Federal St,Pittsburgh,PA,15212,40.456127,-80.006524,4,29,0,TRUE,2,none,no,,,,"Restaurants, Caribbean",Restaurants, Caribbean,,,,,,,,,,,,,,,,,,
Allegheny Sandwich Shoppe,822 Western Ave,Pittsburgh,PA,15233,40.4523081,-80.0150592,4,43,1,TRUE,1,none,no,FALSE,TRUE,,"Sandwiches, American (Traditional), Breakfast & Brunch, Restaurants",Sandwiches, American (Traditional), Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,,
People's Indian Restaurant,5147 Penn Ave,Pittsburgh,PA,15224,40.4649397,-79.941217,4,104,1,TRUE,2,none,no,,TRUE,,"Restaurants, Indian",Restaurants, Indian,,,,,,,,,,,,,,,,,,
Mm Mm Pizza,5208 Clairton Blvd,Pittsburgh,PA,15236,40.3439597,-79.9719713,3.5,12,1,TRUE,1,none,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Boulevard Lounge,1150 Brookline Blvd,Pittsburgh,PA,15226,40.3919797,-80.0139943,4,4,1,TRUE,1,full_bar,free,,,,"Bars, American (Traditional), Nightlife, Restaurants",Bars, American (Traditional), Nightlife, Restaurants,,,,,,,,,,,,,,,,
Primanti Bros,1832 E Carson St,Pittsburgh,PA,15203,40.428491,-79.9793003,3.5,147,1,TRUE,1,full_bar,no,,TRUE,,"Sandwiches, American (New), Restaurants, Sports Bars, Bars, American (Traditional), Nightlife",Sandwiches, American (New), Restaurants, Sports Bars, Bars, American (Traditional), Nightlife,,,,,,,,,,,,,
Acorn Pittsburgh,5528 Walnut St,Pittsburgh,PA,15232,40.4513611,-79.9325239,4.5,41,1,TRUE,3,full_bar,no,,TRUE,,"American (New), Restaurants",American (New), Restaurants,,,,,,,,,,,,,,,,,,
Rook's East Side Saloon,282 4th St,Ambridge,PA,15003,40.5832161,-80.2256163,3,8,0,TRUE,2,full_bar,no,,,,"Nightlife, American (New), American (Traditional), Pubs, Restaurants, Bars",Nightlife, American (New), American (Traditional), Pubs, Restaurants, Bars,,,,,,,,,,,,,,
Denny's,1829 Lincoln Hwy,North Versailles,PA,15137,40.36849145,-79.77970004,3.5,10,1,TRUE,1,none,free,,,,"Breakfast & Brunch, Diners, Restaurants, Fast Food, American (Traditional)",Breakfast , Brunch, Diners, Restaurants, Fast Food, American (Traditional),,,,,,,,,,,,,,
Pittsburgh Rare,300 W Station Sq Dr,Pittsburgh,PA,15219,40.4346901,-80.006389,2.5,9,0,TRUE,3,full_bar,paid,,TRUE,,"Steakhouses, Restaurants",Steakhouses, Restaurants,,,,,,,,,,,,,,,,,,
Osteria 100,100 Wood St,Pittsburgh,PA,15222,40.4377928,-80.001912,3.5,8,0,,2,,,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Arby's,4260 Ohio River Blvd,Pittsburgh,PA,15202,40.4876481,-80.0557296,2.5,10,1,TRUE,1,none,free,,,,"Sandwiches, Restaurants, Fast Food",Sandwiches, Restaurants, Fast Food,,,,,,,,,,,,,,,,,
Industry Public House,4305 Butler St,Pittsburgh,PA,15201,40.4707828,-79.9602498,3.5,508,1,TRUE,2,full_bar,free,,TRUE,,"Bars, Nightlife, Cocktail Bars, American (New), Restaurants",Bars, Nightlife, Cocktail Bars, American (New), Restaurants,,,,,,,,,,,,,,,
Trolley Barn Eatery,"3360 Library Rd, Ste 4",Pittsburgh,PA,15234,40.3684469,-80.0130883,4,25,1,TRUE,1,none,free,,,,"Food, Coffee & Tea, Caterers, Event Planning & Services, Restaurants, Diners, Breakfast & Brunch",Food, Coffee , Tea, Caterers, Event Planning , Services, Restaurants, Diners, Breakfast , Brunch,,,,,,,,,,
Taco Bell,2050 Lebanon Church Rd,West Mifflin,PA,15122,40.348089,-79.945507,2.5,9,1,TRUE,1,none,no,,,,"Tex-Mex, Restaurants, Mexican, Fast Food",Tex-Mex, Restaurants, Mexican, Fast Food,,,,,,,,,,,,,,,,
Pizza Station,187 Chess St,New Eagle,PA,15067,40.208314,-79.9489103,3,6,1,TRUE,,,,,,,"Pizza, Restaurants, Food",Pizza, Restaurants, Food,,,,,,,,,,,,,,,,,
Fede Pasta,"2000 Commerce Lp, Ste 13",North Huntingdon,PA,15642,40.31386533,-79.72428525,4.5,11,1,TRUE,2,beer_and_wine,free,,TRUE,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
McCormick & Schmick's Seafood & Steaks,301 5th Ave,Pittsburgh,PA,15222,40.44124002,-79.99974713,3,123,1,TRUE,3,full_bar,free,,TRUE,,"Steakhouses, American (Traditional), Restaurants, Seafood",Steakhouses, American (Traditional), Restaurants, Seafood,,,,,,,,,,,,,,,,
Secrets Bar & Grill,633 Mcgowan Ave,West Mifflin,PA,15122,40.34221822,-79.89956468,4,10,1,TRUE,,full_bar,free,,TRUE,,"Pubs, Cheesesteaks, Dive Bars, American (Traditional), Bars, Beer, Wine & Spirits, Restaurants, Food, Nightlife",Pubs, Cheesesteaks, Dive Bars, American (Traditional), Bars, Beer, Wine , Spirits, Restaurants, Food, Nightlife,,,,,,,,,
Lorenz Cafe,718 Lorenz Ave,Pittsburgh,PA,15220,40.4448104,-80.039722,5,6,1,TRUE,,full_bar,free,FALSE,TRUE,,"Bars, Nightlife, Chicken Wings, American (Traditional), Breakfast & Brunch, Restaurants",Bars, Nightlife, Chicken Wings, American (Traditional), Breakfast , Brunch, Restaurants,,,,,,,,,,,,,
Dunkin Donuts,405 Cavasina Dr,Canonsburg,PA,15317,40.26244101,-80.17414678,2,12,1,TRUE,2,,,,,,"Coffee & Tea, Donuts, Breakfast & Brunch, Food, Restaurants",Coffee , Tea, Donuts, Breakfast , Brunch, Food, Restaurants,,,,,,,,,,,,,
Fredos Deli,1451 Potomac Ave,Pittsburgh,PA,15216,40.3961988,-80.0354254,4,25,1,TRUE,1,none,free,,,,"Sandwiches, Restaurants, Delis",Sandwiches, Restaurants, Delis,,,,,,,,,,,,,,,,,
Golden Corral,3951 William Penn Hwy,Monroeville,PA,15146,40.4385171,-79.7749072,1.5,54,1,TRUE,2,none,no,,TRUE,,"Restaurants, Buffets",Restaurants, Buffets,,,,,,,,,,,,,,,,,,
My Thai,3024 W Liberty Ave,Pittsburgh,PA,15216,40.39304205,-80.03703681,4,77,1,TRUE,2,full_bar,no,,,,"Asian Fusion, Restaurants, Noodles, Salad, Thai",Asian Fusion, Restaurants, Noodles, Salad, Thai,,,,,,,,,,,,,,,
Mike's Place,19 Ferry St,Leetsdale,PA,15056,40.5624658,-80.2096267,4,13,1,TRUE,2,full_bar,free,FALSE,TRUE,,"American (Traditional), Bars, Nightlife, Italian, Restaurants, Sports Bars, American (New)",American (Traditional), Bars, Nightlife, Italian, Restaurants, Sports Bars, American (New),,,,,,,,,,,,,
Fox's Pizza Den,12244 Frankstown Rd,Pittsburgh,PA,15235,40.4722965,-79.8190332,2,4,1,,,,,,,,"Restaurants, Sandwiches, Pizza",Restaurants, Sandwiches, Pizza,,,,,,,,,,,,,,,,,
Saga Hibachi Steakhouse & Sushi Bar,"145 Mall Circle Dr, Ste 710, Monroeville Mall",Monroeville,PA,15146,40.429789,-79.795402,3.5,59,1,TRUE,2,full_bar,no,,TRUE,,"Restaurants, Japanese, Sushi Bars, Steakhouses",Restaurants, Japanese, Sushi Bars, Steakhouses,,,,,,,,,,,,,,,,
Wendy's,502 Liberty Ave,Pittsburgh,PA,15222,40.4413206,-80.0033629,3.5,3,0,,,,,,,,"Restaurants, Burgers, Fast Food",Restaurants, Burgers, Fast Food,,,,,,,,,,,,,,,,,
Fifth Avenue Place Food Court,120 5th Ave,Pittsburgh,PA,15222,40.441888,-80.003443,3.5,3,1,TRUE,1,,,,,,"Restaurants, American (New)",Restaurants, American (New),,,,,,,,,,,,,,,,,,
McDonald's,3723 Washington Rd,Mc Murray,PA,15317,40.277917,-80.1239824,1.5,3,1,TRUE,1,,,,,,"Food, Fast Food, Burgers, Restaurants, Coffee & Tea",Food, Fast Food, Burgers, Restaurants, Coffee , Tea,,,,,,,,,,,,,,
Piccadilly Artisan Yogurt and Creamery,695 Washington Rd,Mount Lebanon,PA,15228,40.3807577,-80.0444192,4.5,35,0,TRUE,1,none,free,FALSE,TRUE,FALSE,"Vegan, Kosher, Ice Cream & Frozen Yogurt, Caterers, Event Planning & Services, Restaurants, Food",Vegan, Kosher, Ice Cream , Frozen Yogurt, Caterers, Event Planning , Services, Restaurants, Food,,,,,,,,,,,
"Peace, Love and Little Donuts of Robinson","5994 Steubenville Pike, Ste A",McKees Rocks,PA,15136,40.4462401,-80.1442878,4,12,1,TRUE,2,none,,,,,"Food, Donuts, Breakfast & Brunch, Restaurants, Coffee & Tea",Food, Donuts, Breakfast , Brunch, Restaurants, Coffee , Tea,,,,,,,,,,,,,
The Greek Gourmet,2130 Murray Ave,Pittsburgh,PA,15217,40.432838,-79.9232072,4.5,77,1,TRUE,1,none,no,,TRUE,,"Restaurants, Greek, Ethnic Food, Specialty Food, Food, Imported Food",Restaurants, Greek, Ethnic Food, Specialty Food, Food, Imported Food,,,,,,,,,,,,,,
Don Campiti's Pizzeria,1509 Potomac Ave,Pittsburgh,PA,15216,40.3966855,-80.0356409,4,53,1,TRUE,1,none,free,FALSE,TRUE,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Pizza Station,501 Lincoln Ave,Bellevue,PA,15202,40.495421,-80.055926,4,6,1,TRUE,,none,free,,TRUE,,"Pizza, Italian, Restaurants",Pizza, Italian, Restaurants,,,,,,,,,,,,,,,,,
Texas de Brazil,"240 W Station Square Dr, Ste D1",Pittsburgh,PA,15219,40.4343522,-80.0053102,4,197,1,TRUE,3,full_bar,no,FALSE,TRUE,,"Steakhouses, Venues & Event Spaces, Brazilian, Restaurants, Event Planning & Services",Steakhouses, Venues , Event Spaces, Brazilian, Restaurants, Event Planning , Services,,,,,,,,,,,,,
Pizza Roma,5990 University Blvd,Coraopolis,PA,15108,40.5212671,-80.2197775,3,20,1,TRUE,1,none,free,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Uptown,1014 Fifth Ave,Pittsburgh,PA,15219,40.4387705,-79.9903134,5,5,0,TRUE,2,full_bar,,,TRUE,,"Nightlife, Lounges, Bars, Breakfast & Brunch, Restaurants",Nightlife, Lounges, Bars, Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,
Chili's,7404 McKnight Rd,Pittsburgh,PA,15237,40.5411794,-80.0119297,2.5,46,1,TRUE,2,full_bar,no,,TRUE,,"Bars, Nightlife, American (Traditional), Restaurants, Mexican, Tex-Mex",Bars, Nightlife, American (Traditional), Restaurants, Mexican, Tex-Mex,,,,,,,,,,,,,,
Pamela's Upstreet Diner,1711 Murray Ave,Pittsburgh,PA,15217,40.4376131,-79.9227079,4,155,1,FALSE,1,none,no,,TRUE,,"Diners, Breakfast & Brunch, Restaurants",Diners, Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,,,
That's Amore,5123 Butler St,Pittsburgh,PA,15201,40.4790459,-79.9554785,4,19,1,TRUE,2,none,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
The Pizza Company,3050 Churchview Ave,Pittsburgh,PA,15227,40.385562,-79.967677,2.5,3,1,TRUE,,,,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Mixtape,4907 Penn Ave,Pittsburgh,PA,15224,40.4654736,-79.944844,4.5,42,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Vegan, Dance Clubs, Venues & Event Spaces, Restaurants, Lounges, Nightlife, Music Venues, Coffee & Tea, Arts & Entertainment, Cocktail Bars, Cafes, Juice Bars & Smoothies, Bars, Event Planning & Services, Food",Vegan, Dance Clubs, Venues , Event Spaces, Restaurants, Lounges, Nightlife, Music Venues, Coffee , Tea, Arts , Entertainment, Cocktail Bars, Cafes, Juice Bars , Smoothies, Bars, Event Planning , Services, Food
Ida's Place,1605 5th Ave,Arnold,PA,15068,40.576436,-79.7678874,4.5,25,0,FALSE,2,none,no,,FALSE,,"Italian, Restaurants",Italian, Restaurants,,,,,,,,,,,,,,,,,,
Nancy's East End Diner,616 South Ave,Pittsburgh,PA,15221,40.4421759,-79.8862475,4,42,1,TRUE,1,none,free,FALSE,FALSE,,"Restaurants, Diners",Restaurants, Diners,,,,,,,,,,,,,,,,,,
McDonald's,549 Clairton Blvd,Pittsburgh,PA,15236,40.33174278,-79.94540311,1.5,3,1,TRUE,1,,,,,,"Coffee & Tea, Burgers, Fast Food, Restaurants, Food",Coffee , Tea, Burgers, Fast Food, Restaurants, Food,,,,,,,,,,,,,,
Subway,2351 Noblestown Rd,Pittsburgh,PA,15205,40.4269308,-80.0548448,1,4,1,TRUE,1,none,,,,,"Restaurants, Sandwiches, Fast Food",Restaurants, Sandwiches, Fast Food,,,,,,,,,,,,,,,,,
"Pastoli's Pizza, Pasta & Paisans",1900 Murray Ave,Pittsburgh,PA,15217,40.43588627,-79.92301604,4.5,84,1,TRUE,2,beer_and_wine,free,FALSE,TRUE,,"Vegetarian, Vegan, Gluten-Free, Restaurants, Italian, Pizza, Chicken Wings",Vegetarian, Vegan, Gluten-Free, Restaurants, Italian, Pizza, Chicken Wings,,,,,,,,,,,,,
Satalio's Inc,27 Bailey Ave,Pittsburgh,PA,15211,40.4271094,-80.0042098,4.5,5,1,TRUE,1,full_bar,,FALSE,TRUE,,"Restaurants, Bars, Nightlife",Restaurants, Bars, Nightlife,,,,,,,,,,,,,,,,,
Oakland Bakery and Market,3925 5th Ave,Pittsburgh,PA,15213,40.44386168,-79.95544958,4,6,0,TRUE,1,,,,TRUE,,"Food, Bakeries, Gluten-Free, Restaurants, Convenience Stores, Coffee & Tea, Custom Cakes",Food, Bakeries, Gluten-Free, Restaurants, Convenience Stores, Coffee , Tea, Custom Cakes,,,,,,,,,,,,
Bob's Diner,1230 Grove Rd,Pittsburgh,PA,15234,40.365969,-80.013949,3.5,41,1,TRUE,1,none,no,,,,"Diners, Restaurants",Diners, Restaurants,,,,,,,,,,,,,,,,,,
UUBU 6,178-180 Pius St,Pittsburgh,PA,15203,40.423969,-79.9782726,3.5,13,1,TRUE,2,full_bar,no,,TRUE,,"Restaurants, American (New)",Restaurants, American (New),,,,,,,,,,,,,,,,,,
Smokin' Joe's,2001 E Carson St,Pittsburgh,PA,15203,40.4286461,-79.9776187,4,85,1,TRUE,1,full_bar,free,,TRUE,,"Nightlife, Bars, American (Traditional), Restaurants",Nightlife, Bars, American (Traditional), Restaurants,,,,,,,,,,,,,,,,
Vinny's Pizza,618 Brookline Blvd,Pittsburgh,PA,15226,40.3950041,-80.0221746,2,20,1,TRUE,1,none,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Joe's Crab Shack,226 W Station Square Dr,Pittsburgh,PA,15219,40.4338974,-80.0042753,3,103,1,TRUE,2,full_bar,free,,TRUE,,"American (Traditional), Restaurants, Seafood",American (Traditional), Restaurants, Seafood,,,,,,,,,,,,,,,,,
Panda Express,2070 Lebanon Church Rd,West Mifflin,PA,15122,40.34793487,-79.94622795,3,54,1,TRUE,1,none,free,,,,"Restaurants, Fast Food, Chinese, Food, Desserts",Restaurants, Fast Food, Chinese, Food, Desserts,,,,,,,,,,,,,,,
Pizza Italia,4512 Liberty Ave,Pittsburgh,PA,15224,40.4627234,-79.9515106,3.5,58,1,TRUE,2,none,no,,TRUE,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Pizza Hut,4048 Beechwood Blvd,Pittsburgh,PA,15217,40.4270688,-79.937582,1.5,3,0,TRUE,,,,,FALSE,,"Restaurants, Chicken Wings, Pizza, Italian",Restaurants, Chicken Wings, Pizza, Italian,,,,,,,,,,,,,,,,
McDonald's,363 Perry Hwy,Pittsburgh,PA,15229,40.5175797,-80.02931781,2,5,1,TRUE,1,,,,,,"Food, Restaurants, Fast Food, Coffee & Tea, Burgers",Food, Restaurants, Fast Food, Coffee , Tea, Burgers,,,,,,,,,,,,,,
China Garden,90 Malts Ln,Irwin,PA,15642,40.33327,-79.744246,4,19,1,TRUE,2,full_bar,no,,,,"Restaurants, Sushi Bars, Chinese",Restaurants, Sushi Bars, Chinese,,,,,,,,,,,,,,,,,
Aji Picante,1711 Murray Ave,Pittsburgh,PA,15217,40.4375577,-79.92282,3.5,37,0,TRUE,2,none,,,,,"Latin American, Restaurants",Latin American, Restaurants,,,,,,,,,,,,,,,,,,
Rustico Restaurant and Pizzeria,38 N Shore Ctr,Pittsburgh,PA,15212,32.32225418,-64.73549858,4.5,5,1,TRUE,3,,,,,,"Restaurants, Italian, Pizza",Restaurants, Italian, Pizza,,,,,,,,,,,,,,,,,
